,brand,model,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,Touchscreen,latest_price
465,acer,Aspire,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,2,0,61990
466,DELL,Missing,Intel,Core i5,11,8,DDR4,0,1024,Windows,32,0,0,58090
467,ASUS,ExpertBook,Intel,Core i5,10,8,DDR4,0,1024,Windows,64,0,0,56990
468,acer,Aspire,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,0,0,61597
469,ASUS,Pro,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,0,0,81990
470,ASUS,ExpertBook,Intel,Core i5,10,8,DDR4,0,1024,Windows,64,0,0,61249
471,DELL,Missing,Intel,Core i5,11,8,DDR4,0,1024,Windows,32,0,0,58990
472,ASUS,ExpertBook,Intel,Core i5,10,8,DDR4,0,1024,Windows,64,2,0,83990
473,MSI,GE76,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,6,0,291190
474,MSI,GP65,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,6,0,145990
475,MSI,GP76,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,8,0,179990
476,HP,Pavilion,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,2,0,64990
477,HP,15q,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,0,0,46790
478,HP,Missing,Intel,Core i5,7,4,DDR4,0,1024,Windows,64,0,0,44599
479,acer,Swift,Intel,Core i5,8,8,DDR4,0,1024,Windows,64,2,0,72964
480,HP,250,Intel,Core i5,10,8,DDR4,0,1024,Windows,32,0,0,48790
481,acer,Aspire,Intel,Core i5,10,8,DDR4,0,1024,Windows,64,2,0,56491
482,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,32,0,0,50990
483,ASUS,VivoBook,Intel,Core i5,10,8,DDR4,256,1024,Windows,64,4,0,55990
484,acer,Aspire,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,57990
485,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,52990
486,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,57990
487,acer,Aspire,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,56990
488,acer,Travelmate,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,55490
489,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,62490
490,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,256,1024,Windows,64,0,0,64990
491,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,59990
492,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,60190
493,ASUS,VivoBook,Intel,Core i5,9,8,DDR4,256,1024,Windows,64,4,0,54490
494,Lenovo,Legion,Intel,Core i5,9,8,DDR4,256,1024,Windows,64,4,0,60990
495,DELL,Inspiron,Intel,Core i5,11,4,DDR4,256,1024,Windows,64,0,0,55790
496,ASUS,VivoBook,Intel,Core i5,11,16,DDR4,256,1024,Windows,64,0,0,64990
497,ASUS,Missing,Intel,Core i5,11,16,DDR4,256,1024,Windows,64,0,0,58990
498,DELL,Vostro,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,54990
499,HP,Pavilion,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,4,0,71990
500,DELL,3511,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,69900
501,Lenovo,Ideapad,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,65990
502,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,49990
503,DELL,Vostro,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,58990
504,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,256,1024,Windows,64,4,0,74590
505,ASUS,Missing,Intel,Core i5,10,8,DDR4,256,1024,Windows,32,2,0,58990
506,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,64990
507,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,66490
508,DELL,G3,Intel,Core i5,10,8,DDR4,256,1024,Windows,64,4,0,77900
509,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,67490
510,DELL,Vostro,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,61990
511,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,58990
512,Lenovo,IdeaPad,Intel,Core i5,10,8,DDR4,256,1024,Windows,64,4,0,74999
513,ASUS,VivoBook,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,0,0,68900
514,DELL,Inspiron,Intel,Core i5,11,8,DDR4,256,1024,Windows,64,2,0,71695
515,acer,Travelmate,Intel,Core i5,11,16,DDR4,256,1024,Windows,64,0,0,62490
516,DELL,Inspiron,Intel,Core i5,8,8,DDR4,0,2048,Windows,64,2,0,62317
517,MSI,GS66,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,8,0,207290
518,DELL,Inspiron,Intel,Core i7,8,16,DDR4,256,0,Windows,64,4,0,87990
519,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
520,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
521,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
522,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
523,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
524,Avita,Liber,Intel,Core i7,8,8,DDR4,256,0,Windows,64,0,0,73990
525,ASUS,VivoBook,Intel,Core i7,10,16,DDR4,512,0,Windows,64,0,0,57990
526,ASUS,VivoBook,Intel,Core i7,10,8,DDR4,512,0,Windows,64,4,0,61990
527,MSI,GF63,Intel,Core i7,10,16,DDR4,512,0,Windows,64,4,0,79990
528,Lenovo,IdeaPad,Intel,Core i7,10,8,DDR4,512,0,Windows,64,4,0,68990
529,Mi,Notebook,Intel,Core i7,10,8,DDR4,512,0,Windows,64,2,0,59490
530,Lenovo,IdeaPad,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,1,85990
531,Lenovo,Legion,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,99990
532,Infinix,X1,Intel,Core i7,10,16,LPDDR4X,512,0,Windows,64,8,0,54990
533,ASUS,VivoBook,Intel,Core i7,11,8,DDR4,512,0,Windows,64,0,0,77990
534,Lenovo,IdeaPad,Intel,Core i7,11,8,DDR4,512,0,Windows,64,4,0,79990
535,HP,Pavilion,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,93190
536,ASUS,ZenBook,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64,0,0,94990
537,Lenovo,Thinkbook,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,1,84990
538,MSI,Missing,Intel,Core i7,10,8,DDR4,512,0,Windows,64,0,0,57990
539,HP,Envy,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,1,102990
540,DELL,Missing,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,99990
541,ASUS,ASUS,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,94990
542,HP,Envy,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,1,104000
543,MSI,Missing,Intel,Core i7,11,16,DDR4,512,0,Windows,64,2,0,76990
544,HP,Pavilion,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,90190
545,Lenovo,Missing,Intel,Core i7,11,16,DDR4,512,0,Windows,32,0,1,88488
546,MSI,Prestige,Intel,Core i7,10,16,DDR4,512,0,Windows,64,4,0,109990
547,MSI,Sword,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,86990
548,MSI,Prestige,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64,0,0,89990
549,HP,Spectre,Intel,Core i7,10,16,LPDDR3,512,0,Windows,64,0,1,239759
550,ASUS,VivoBook,Intel,Core i7,11,16,DDR4,512,0,Windows,64,2,0,78990
551,DELL,XPS,Intel,Core i7,8,16,DDR3,512,0,Windows,64,0,0,121890
552,ASUS,ZenBook,Intel,Core i7,8,16,LPDDR3,512,0,Windows,64,0,0,85990
553,MSI,Katana,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,94990
554,HP,Pavilion,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,92000
555,HP,Spectre,Intel,Core i7,10,16,DDR4,512,0,Windows,64,0,1,162990
556,DELL,XPS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64,0,0,135300
557,MSI,Modern,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,0,64990
558,Lenovo,ThinkPad,Intel,Core i7,10,16,DDR4,512,0,Windows,64,0,0,174527
559,Lenovo,ThinkPad,Intel,Core i7,10,16,DDR4,512,0,Windows,64,0,0,162299
560,DELL,Inspiron,Intel,Core i7,10,16,DDR4,512,0,Windows,64,0,1,109190
561,HP,Pavilion,Intel,Core i7,11,16,DDR4,512,0,Windows,64,0,1,99999
562,MSI,Prestige,Intel,Core i7,10,16,DDR4,512,0,Windows,64,2,0,104990
563,ASUS,Missing,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64,0,1,109990
564,ASUS,ZenBook,Intel,Core i7,8,16,DDR3,512,0,Windows,64,0,0,99990
565,Lenovo,Missing,Intel,Core i7,8,16,DDR4,512,0,Windows,64,2,0,244801
566,ASUS,ZenBook,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64,0,0,94990
567,Lenovo,Ideapad,Intel,Core i7,8,16,DDR4,512,0,Windows,64,0,0,86000
568,Lenovo,Missing,Intel,Core i7,10,16,DDR4,512,0,Windows,32,2,0,162399
569,HP,Missing,Intel,Core i7,11,16,DDR4,512,0,Windows,32,0,0,119599
570,Lenovo,Missing,Intel,Core i7,10,16,LPDDR3,512,0,Windows,64,0,0,211753
571,Lenovo,Intel,Intel,Core i7,11,16,DDR4,512,0,Windows,32,0,0,110999
572,DELL,Missing,Intel,Core i7,11,16,DDR4,512,0,Windows,64,4,0,99990
573,ASUS,ZenBook,Intel,Core i7,8,8,LPDDR3,512,0,Windows,64,0,0,81990
574,MSI,GF63,Intel,Core i7,9,8,DDR4,512,0,Windows,64,4,0,66990
575,MSI,GF65,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,6,0,84990
576,ASUS,Zenbook,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,2,1,104990
577,ASUS,ZenBook,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,1,134990
578,ASUS,ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,4,0,98990
579,HP,Envy,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,6,0,144690
580,ASUS,ZenBook,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,0,99990
581,MSI,Stealth,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,6,0,119990
582,ASUS,Zephyrus,Intel,Core i7,11,16,DDR4,1024,0,Windows,32,4,0,194990
583,ASUS,ZenBook,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64,2,0,124990
584,DELL,Inspiron,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,2,0,122410
585,HP,Spectre,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,0,1,179990
586,MSI,Summit,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,4,1,154990
587,Lenovo,Yoga,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,0,122990
588,ASUS,Missing,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,6,1,224990
589,MSI,Stealth,Intel,Core i7,12,16,DDR5,1024,0,Windows,64,8,0,279990
590,HP,OMEN,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,4,0,121990
591,HP,OMEN,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,4,0,116990
592,Lenovo,Legion,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,6,0,151098
593,MSI,Pulse,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,8,0,129990
594,HP,Spectre,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,1,149999
595,MSI,Missing,Intel,Core i7,12,16,DDR4,1024,0,Windows,64,6,0,139990
596,acer,Predator,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,6,0,129990
597,HP,OMEN,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,8,0,171990
598,DELL,Inspiron,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,2,0,93955
599,ASUS,ROG,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,8,0,234990
600,HP,Spectre,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,1,128500
601,Lenovo,Yoga,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,0,1,102990
602,ASUS,ZenBook,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,1,119990
603,ASUS,Missing,Intel,Core i7,11,16,DDR4,1024,0,Windows,32,6,0,120980
604,ASUS,Zephyrus,Intel,Core i7,11,16,DDR4,1024,0,Windows,32,6,0,157249
605,Lenovo,Missing,Intel,Core i7,9,16,DDR4,1024,0,Windows,64,4,0,229900
606,ASUS,ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,6,0,131500
607,ASUS,ExpertBook,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64,0,0,154990
608,ASUS,ExpertBook,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64,0,0,165990
609,Lenovo,Yoga,Intel,Core i7,10,16,LPDDR4X,1024,0,Windows,64,0,0,119990
610,ASUS,ExpertBook,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64,0,0,167990
611,HP,Spectre,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64,0,1,165000
612,Avita,Liber,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,0,0,62990
613,Lenovo,ThinkBook,Intel,Core i7,11,16,LPDDR4,1024,0,Windows,64,0,0,85990
614,HP,HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,2,0,94990
615,HP,Omen,Intel,Core i7,11,16,DDR4,1024,0,Windows,64,6,0,136990
616,Lenovo,Legion,Intel,Core i7,10,16,DDR4,1024,0,Windows,64,8,0,234990
617,acer,Predator,Intel,Core i7,10,16,DDR4,2048,0,Windows,64,8,0,159990
618,ASUS,ExpertBook,Intel,Core i7,10,16,LPDDR3,2048,0,Windows,64,0,0,233990
619,ASUS,ExpertBook,Intel,Core i7,10,16,DDR4,0,1024,Windows,64,2,0,93990
620,HP,15,Intel,Core i7,8,16,DDR4,128,1024,Windows,64,4,0,116941
621,MSI,GF63,Intel,Core i7,10,8,DDR4,256,1024,Windows,64,4,0,63990
622,ASUS,VivoBook,Intel,Core i7,10,16,DDR4,256,1024,Windows,64,4,0,66990
623,ASUS,Missing,Intel,Core i7,11,16,DDR4,256,1024,Windows,32,0,0,82500
624,acer,Predator,Intel,Core i7,10,16,DDR4,256,1024,Windows,64,6,0,119990
625,MSI,WF65,Intel,Core i7,10,16,DDR4,256,1024,Windows,64,4,0,159990
626,ASUS,Pro,Intel,Core i7,8,16,DDR4,256,1024,Windows,64,0,0,98912
627,acer,Predator,Intel,Core i7,11,16,DDR4,512,1024,Windows,64,4,0,92990
628,acer,Predator,Intel,Core i7,11,16,DDR4,512,1024,Windows,32,6,0,119990
629,acer,Predator,Intel,Core i9,11,32,DDR4,1024,0,Windows,64,8,0,169990
630,acer,Predator,Intel,Core i9,11,16,DDR4,1024,0,Windows,64,6,0,139990
631,MSI,Creator,Intel,Core i9,11,16,DDR4,1024,0,Windows,64,6,0,192990
632,ASUS,ROG,Intel,Core i9,12,16,DDR5,1024,0,Windows,64,6,0,299990
633,ASUS,Missing,Intel,Core i9,10,16,DDR4,1024,0,Windows,64,6,1,269990
634,ASUS,ASUS,Intel,Core i9,11,16,DDR4,1024,0,Windows,64,6,0,139990
635,Lenovo,Missing,Intel,Core i9,10,16,DDR4,1024,0,Windows,32,8,0,265998
636,ASUS,Zephyrus,Intel,Core i9,11,16,DDR4,3072,0,Windows,32,6,0,441990
637,Smartron,t.book,Intel,Core m3,7,4,DDR3,128,0,Windows,64,0,1,42990
638,MSI,Katana,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,4,0,86990
641,MSI,Pulse,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,6,0,109990
642,MSI,Pulse,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32,4,0,109590
643,ASUS,ROG,Intel,Core i7,10,16,LPDDR4X,0,512,DOS,32,6,0,146490
644,HP,Chromebook,Intel,Dual Core,10,4,DDR4,0,512,DOS,32,0,0,61745
645,ASUS,ZenBook,Intel,Ever Screenpad,10,4,DDR4,0,512,DOS,64,4,0,209690
646,ASUS,ZenBook,Intel,Ever Screenpad,10,4,DDR4,0,512,DOS,64,4,0,175190
647,ALIENWARE,Missing,Intel,GeForce GTX,10,8,LPDDR4,0,512,DOS,32,6,0,199990
648,DELL,G15,Intel,GeForce GTX,10,8,LPDDR4,0,512,DOS,32,4,0,75500
649,ALIENWARE,Missing,Intel,GeForce RTX,10,8,LPDDR4,0,512,DOS,32,8,0,345390
650,ALIENWARE,Missing,Intel,GeForce RTX,10,8,LPDDR4,0,512,DOS,32,6,0,214790
651,ALIENWARE,Missing,Intel,GeForce RTX,10,8,LPDDR4,0,512,DOS,32,8,0,269290
652,DELL,G15,Intel,GEFORCE RTX,10,4,DDR4,0,512,DOS,32,4,0,95990
655,APPLE,MacBook,M1,M1,10,8,DDR4,256,0,Mac,64,0,0,85990
656,APPLE,MacBook,M1,M1,10,8,DDR4,256,0,Mac,64,0,0,112990
657,APPLE,MacBook,M1,M1,10,16,DDR4,256,0,Mac,64,0,0,104990
658,APPLE,MacBook,M1,M1,10,8,DDR4,256,0,Mac,64,0,0,112990
659,APPLE,MacBook,M1,M1,10,16,DDR4,256,0,Mac,64,0,0,132990
660,APPLE,MacBook,M1,M1,10,16,DDR4,256,0,Mac,64,0,0,104990
661,APPLE,MacBook,M1,M1,10,8,DDR4,256,0,Mac,64,0,0,85990
662,APPLE,MacBook,M1,M1,10,16,DDR4,512,0,Mac,64,0,0,149990
663,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,125990
664,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,103990
665,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,101990
666,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,104990
667,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,131990
668,APPLE,MacBook,M1,M1,10,16,DDR4,512,0,Mac,64,0,0,128990
669,APPLE,MacBook,M1,M1,10,16,DDR4,512,0,Mac,64,0,0,184990
670,APPLE,MacBook,M1,M1,10,16,DDR4,512,0,Mac,64,0,0,225990
671,APPLE,MacBook,M1,M1,10,4,DDR4,512,0,Mac,64,0,0,124990
672,APPLE,MacBook,M1,M1,10,8,DDR4,512,0,Mac,64,0,0,104990
673,APPLE,MacBook,M1,M1,10,8,DDR4,1024,0,Mac,64,0,0,149990
674,APPLE,MacBook,M1,M1,10,16,DDR4,1024,0,Mac,64,0,0,169990
675,APPLE,MacBook,M1,M1,10,16,DDR4,1024,0,Mac,64,0,0,225990
676,APPLE,MacBook,M1,M1,10,16,DDR4,1024,0,Mac,64,0,0,243990
677,APPLE,MacBook,M1,M1,10,32,DDR4,1024,0,Mac,64,0,0,309990
678,APPLE,MacBook,M1,M1,10,16,DDR4,1024,0,Mac,64,0,0,225990
679,DELL,G7,Intel,GeForce RTX,10,8,LPDDR4,0,512,DOS,32,8,0,179990
680,acer,Missing,Intel,Genuine Windows,10,4,DDR4,128,0,DOS,32,4,0,116640
681,acer,Predator,Intel,Genuine Windows,10,4,DDR4,0,512,DOS,32,4,0,129999
698,Lenovo,Legion,Intel,Genuine Windows,10,4,DDR4,0,512,DOS,32,4,0,77890
725,HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,DDR4,0,512,DOS,32,0,0,22990
726,HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,LPDDR4X,0,512,DOS,32,0,0,22490
727,HP,Chromebook,MediaTek,MediaTek Kompanio,10,4,LPDDR4X,0,512,DOS,32,0,0,22990
755,ASUS,APU,AMD,Quad,10,4,DDR4,0,512,DOS,32,0,0,19990
895,Lenovo,Thinkpad,AMD,Ryzen 5,10,8,DDR4,512,0,DOS,64,0,0,57490
